eggNOG	KO
2E8KS	K01512
2E5RA	K18732
2EPVY	K11567
2D1TZ	K08254
2EC0F	K00480
2BYQ1	K20318
2D0CV	K18188
296KK	K14530
2E28A	K14313
2CNYD	K19841
2EF1Z	K04627
2CSIE	K22255
2CZB9	K02141
2D2AD	K08254
2D1ER	K08994
2CB82	K20832
2CW4T	K08254
2E651	K20316
2D10Y	K00480
2BZUR	K21899
2E25E	K13104
2E8Q9	K15139
2CKZC	K19366
2D4QG	K02143
2EEA1	K01224
2CBTC	K11270
2D1QT	K01417
2E6NZ	K11368
2DZNT	K18587
2E950	K17422
29MT2	K18667
2DZWC	K03024
2CZUF	K10845
2EE8X	K00480
29JF1	K08994
2C5ET	K18740
2CY9N	K10253
COG3822	K09988
2AFSZ	K12270
2CI7G	K12268
2DV16	K07052
COG3754	K07272
2DKUH	K02462
2C8JT	K02463
2DB89	K15764
2BXCC	K15761
2DGRK	K16245
2CJVU	K16244
2E7DT	K01992
2A5DW	K02196
2AQYG	K08992
29X0T	K03646
28K0Z	K14053
2DBMG	K02425
2C3PH	K16711
28KKV	K13620
COG3447	K21084
2DMCB	K22110
COG1655	K09766
COG3196	K09925
COG3033	K01667
2DM10	K19046
COG3493	K11616
2EMJ5	K12291
28KZU	K18195
2DGTS	K06133
2DM43	K19163
2EBW7	K02078
COG3566	K09960
2CBNW	K02116
2AUUC	K19048
2DBCX	K04058
2DR0V	K02465
2CJUF	K19130
29ZMK	K20277
2E5KH	K02595
2CSEJ	K01992
28MBB	K01992
2EVMS	K09153
2DN7R	K01992
2C4AA	K15051
2E0PZ	K01992
29HN6	K07034
2EWQ4	K17415
2D36W	K15077
2EXR4	K17973
29FI6	K17362
2CZN4	K01713
2D1ZW	K16231
2DZK9	K21232
2C7FE	K22120
2CIA4	K01279
2D49U	K19305
28ZBZ	K19619
2DJ0T	K01808
2CYIJ	K05535
29MVF	K01053
2CNBW	K20308
2E0RI	K09426
2CXWC	K00799
2CY0Z	K07034
2CZ3J	K18064
2CJHU	K18457
28IF8	K17765
2E2W2	K06133
2EAWS	K17292
2E2BF	K15077
2DZW7	K11697
2E411	K18172
2D1J4	K09244
2BMRS	K17765
2E9UD	K12181
COG3582	K07059
28P55	K17560
2D079	K17867
2CJMQ	K01045
2CAPC	K03188
2CYZ9	K22063
2FC0I	K01446
2CXPR	K13199
2D793	K03380
2925Y	K07005
2E5PS	K17422
28JY4	K19983
2E4VJ	K10991
2DNY2	K02241
2DE3B	K16937
2DT32	K06425
2DJZW	K06395
COG1604	K19142
COG1336	K09000
COG1769	K09127
COG1367	K07061
2E62M	K06434
2DEHS	K11937
2DBSW	K19132
28IJY	K19131
28JGZ	K19136
2DBH6	K19132
28KC2	K19131
2CSN5	K19668
29M1F	K05747
28NHB	K11215
2BJTP	K10745
2D8HJ	K15503
2D269	K00480
2AHK7	K17438
2CVJS	K16536
2CWE8	K05349
2CZMM	K11377
2EKMW	K01051
2CUFU	K02125
arCOG06967	K16952
2ENF9	K02110
COG3643	K00603
COG3381	K03533
2EGTW	K03200
2DYWN	K02487
2DR7A	K12281
29NRZ	K12277
2DDQS	K12287
2FBPR	K12514
2F7SH	K03497
COG3723	K07455
298NA	K07729
2E729	K07794
2AWMQ	K06604
2AWTR	K20950
2B72W	K03704
29PHP	K12059
2ENY4	K12064
2DGFX	K12066
2DPUP	K12067
2AXPA	K12068
2AVXK	K13062
2BUDU	K12514
2AW4T	K11897
2BBNH	K02651
2EGR8	K10123
2E3TV	K04059
2DN4K	K04058
2ANAF	K04056
2AW73	K04057
2BJZU	K04054
2ECD5	K04053
2AW9B	K04052
2E2WX	K04051
2B5FD	K03221
2B1TB	K04049
2AVZE	K10922
28MFQ	K00785
2EM3C	K19168
2DPPH	K04062
28V51	K06317
2DJHH	K06425
2BKF5	K06422
29J5T	K02935
2DQUB	K06395
2BRCP	K19169
2DTMA	K06380
COG4641	K06320
2BVMZ	K06371
2EH2H	K06425
arCOG06710	K16178
2DZ6N	K07126
2DZ64	K07126
arCOG03042	K07126
arCOG14815	K07126
arCOG14675	K07126
arCOG14745	K07126
arCOG03302	K02016
arCOG05004	K16182
arCOG05143	K16176
arCOG14751	K07126
2DZ65	K07126
arCOG05137	K07126
arCOG06880	K03686
arCOG02210	K19418
2CKG7	K01992
2EW1F	K15051
arCOG08699	K10946
28JPK	K10944
28JC0	K10945
2DTQ5	K19168
COG4588	K10938
2DBJG	K19246
2DMIY	K19126
2D8X9	K19046
COG1662	K07480
2BA8I	K19128
2DSZ4	K02116
arCOG04057	K02923
arCOG13702	K01243
arCOG02688	K08369
arCOG07466	K07052
2DP12	K19046
2DQ20	K15763
28HC8	K00624
2DUT4	K18845
2DF3C	K02116
2CCXX	K16435
COG3645	K14623
2BX7G	K02654
29MSR	K04245
2CMFS	K18271
2A842	K01830
28HMP	K05056
28U4M	K21110
2EDXT	K19928
2EAY0	K06087
2EBS3	K16519
2C5JN	K05060
2ADIE	K06087
2BFGP	K22255
2EMJK	K18626
28PNU	K16498
2D0YG	K05494
2B2SV	K18832
2CQGS	K06794
28Q4S	K16479
2AFBF	K04193
2BT3R	K05152
2AB0I	K05134
2CUFJ	K07755
2C9DI	K06846
28Y85	K04271
2B0PG	K04235
28V9J	K08474
2CFM3	K05254
28KAD	K07604
2FC33	K06458
2D1W5	K04530
2CYRR	K05225
2E06V	K12336
2CPX5	K07605
2CN1N	K09445
2E2YP	K05459
2B7BV	K01830
28PK6	K08404
2CY62	K09782
2CXQX	K05425
2D0JN	K10135
2CYAU	K08116
2EC7I	K03213
2CXZ1	K05461
2E4A6	K05229
2F19I	K05424
2DZSV	K13784
28H9W	K06102
28M8A	K04317
29G1I	K04257
2CNGE	K04257
2A15Y	K16756
29AII	K05060
2B1EJ	K05417
2ET5U	K06081
28WSR	K21361
28MFP	K04328
29EH5	K06556
28RHR	K06735
2E42B	K05252
28UB6	K04573
2CTU1	K12006
28NDQ	K04285
2D2J4	K06780
28MAF	K11363
2CMK8	K16656
28YWX	K12006
28P90	K14480
2EKG9	K19363
28UEM	K06470
2CM9X	K20287
2BCC6	K05152
2CXGW	K21599
2E19Q	K05458
2DR85	K06055
2CG75	K21083
2CNBK	K04290
2E9GJ	K00277
2CMR2	K22237
28MUP	K04257
28MTX	K13172
28PZE	K04257
296S3	K04257
2E4DU	K05416
2BVEY	K16143
291HV	K01084
2CYBW	K04526
2ECME	K04257
2CXYF	K06087
2CXWG	K04389
2EPVU	K05250
28MAW	K06785
28IS6	K04257
291JR	K04257
2D1WX	K18271
2CM7S	K19574
28NDX	K04270
2BZM0	K04738
2EF6G	K04659
2CYMW	K16773
KOG4638	K22379
28PF0	K12006
2CXTD	K06087
28KRK	K16143
2D149	K17577
290YW	K04270
2CMG2	K06791
2954A	K16756
2EEK7	K06081
29N1U	K04257
2EF4G	K07612
28Q67	K15259
2E9IW	K02270
2A9YE	K04299
2D234	K08402
2B4IN	K19928
28KSH	K05167
2DAW1	K21247
2AB5I	K08757
2C75D	K05076
2EETH	K17698
28PPD	K06785
2CFKN	K19363
2E4RZ	K04868
2CNEJ	K17567
2D2XP	K17269
2DURN	K17272
29I4E	K19479
28KB9	K06087
28P7R	K05449
2ACBT	K05439
2E09P	K13204
28HVX	K06727
28JFA	K08426
28Q2G	K17284
2D4X3	K06727
2EVQB	K12671
29Q5K	K11589
2CN3D	K16550
2CMV1	K18448
2CMDB	K00678
2BZAQ	K22190
2EGEM	K12801
2D5FE	K20865
2E8TQ	K22190
2BQ1N	K11114
29A8S	K17698
2D2S9	K05069
2CN5P	K06751
28N3W	K04322
2CX5P	K04271
2EFDU	K05050
28PUP	K11112
2C0G7	K05131
2CXXW	K02159
2F3I0	K06712
2EDPS	K13748
2ESSN	K06712
2CXQ6	K15259
2BBMB	K09747
2DVS8	K18481
2AVZZ	K14954
2B67Y	K01953
2EWB9	K16916
28HTI	K19088
2C55C	K11241
28KTR	K09248
28ID3	K17674
2D8DI	K11133
28JAT	K09247
2E61E	K11769
2B1I9	K11398
2C426	K10731
2C0SI	K18174
28KMU	K06663
2AM1P	K01098
28MGU	K10868
28Q4R	K11758
28M6Y	K12779
2AZC1	K19786
29WF8	K17715
28MCA	K11215
28NBV	K17673
2CUCN	K22240
28MQ5	K18712
2A7T6	K15079
2E1M7	K03001
2A2J9	K15217
28MVV	K09043
28IX2	K20524
28NXR	K11243
2CKA1	K12199
28I7Q	K12578
2CMPI	K11578
28WYC	K17660
28HWI	K19815
2C12F	K06652
2DZRE	K22239
2DF9Z	K17664
2A0V7	K19841
28JUP	K07541
2CVJH	K11683
2BVFN	K19717
2CY1M	K15221
28JDH	K15068
28ND5	K21628
2CC58	K02544
28ZSI	K12768
28KHI	K14551
28PN8	K15160
28UTM	K15222
28MG1	K13682
2AD9J	K17668
28NVY	K17667
2A45F	K12772
28J42	K15220
2ARE1	K15565
28J9P	K05530
2EX5D	K17672
2BWX4	K03261
2DM36	K17799
2E03Q	K11882
28MD0	K21646
2E05I	K02269
28NQZ	K18155
2E5K3	K11235
2CAE9	K14853
2B92N	K11234
2AXGU	K10982
2CAS8	K08505
2CZ30	K00420
2BX49	K03003
28JZC	K20311
28J2G	K01238
2DZEQ	K03858
2CYM9	K19816
2C3FU	K08340
29YWI	K18713
2BX3K	K15435
2CAPU	K14522
29ZM3	K18736
2CMSJ	K15132
28MKY	K17798
2CMUP	K19846
2CNDC	K11776
2CCGG	K03085
28PEJ	K03504
2CMQZ	K12414
2ATVI	K14315
2A4UI	K08335
2BZ4A	K14804
2CMRY	K06867
28KA3	K21156
29ZKB	K15136
28J30	K19880
2BXXN	K14022
2AKNH	K19202
2AIJX	K18718
2BZBY	K11764
2CD5M	K14547
2C86F	K11679
2CICB	K18731
28PWE	K12780
28JRM	K02608
2A6SH	K15219
2CJTF	K11881
2B4CD	K18724
2CXNF	K14533
2C8R5	K11377
2BR74	K21143
2E6DK	K09658
2BD9W	K11677
2BWFX	K11574
2CXYD	K15908
2CV88	K20312
2CSGG	K18188
2DZJ5	K14017
2E213	K14969
28PGR	K06687
2CHKD	K14814
2CHKE	K01127
COG5212	K01120
2CIRM	K12691
28K71	K11582
2ANP1	K12274
2A6J9	K17661
28P34	K15204
2E02Q	K08338
2A5CT	K11879
28RGT	K17984
28PYK	K11682
28PA6	K15158
2B6UC	K15080
2DBMX	K14531
KOG4363	K10750
2C60V	K14526
28NHK	K12575
28I82	K11239
2DZNX	K20316
292YX	K12577
2CMI6	K08329
2C0JS	K18714
28ZBN	K14828
2AM5K	K15154
29Y3J	K12851
28QGI	K18658
2D83Y	K18719
2CQ1X	K18176
2BX85	K21145
2CXFD	K11570
28HHU	K09242
2E3Q2	K17663
28KA6	K18737
2CE33	K11118
28IKM	K06673
2D8WM	K11774
28J45	K15193
2E8U1	K00730
28MKS	K21671
28P8W	K12777
29VGD	K15146
2C93B	K11245
294DB	K03034
2DZWA	K15902
28I0R	K09246
2C8N2	K21766
2E0X7	K15150
2CF14	K17909
2BXRZ	K20475
28JGE	K21641
2C5MJ	K15207
2E353	K21144
2DZR7	K18181
28IGB	K11766
2CMGV	K21627
2CA6B	K15563
28IPP	K15543
2CXMK	K11402
2C22Z	K14532
28JC7	K17978
28PDH	K15145
29ZRE	K11552
2C6G6	K11555
28NKJ	K21845
2CF5J	K11573
28IPM	K17815
28Q12	K17801
2E0UR	K12774
28HTG	K14836
2CNQG	K15138
2D01Q	K10729
2C28K	K11576
28KD1	K09249
2D9H9	K14854
28JUR	K11501
2AR0C	K14543
29ZXR	K21849
2CWBZ	K17417
2E7FX	K02143
2CZYU	K09043
2CJVI	K09548
2CP55	K15903
28PD3	K22386
2E3R0	K18732
2E1VQ	K22242
2E35J	K09043
2CZ10	K22241
28T67	K03508
COG1340	K10716
2F87A	K07473
2DZEC	K15051
2DJI7	K02246
2BT36	K02759
2AP2T	K02760
2DW14	K07068
2DNB9	K02279
2DP4N	K14744
2ACXD	K01023
2EN4Q	K12290
2DM63	K19048
2CHEZ	K04336
29Z81	K04334
2DEIX	K19048
2DSSN	K07723
2ACTE	K02904
2ACTF	K19033
2DYEZ	K19168
2DQ9C	K03516
297MR	K21975
2DF9S	K21975
2AF6M	K04062
2DBHQ	K06152
COG4710	K18918
2DHY6	K11909
COG3799	K04835
2DDD5	K01821
28IUB	K22344
2DX3H	K22311
28J5V	K18376
COG4647	K10856
2DN58	K08598
2DJ8V	K10716
2DV2S	K03975
2BA87	K02664
2EJSV	K12068
2DBUJ	K12067
28IKN	K12066
COG2406	K03594
2BM6Q	K02651
2DM35	K08363
2AKAS	K12067
2EEFX	K04100
2D2WY	K03200
2DRE5	K16915
2DS2N	K04062
2BH91	K11015
2BZ78	K11013
2BBIN	K06425
arCOG03330	K04480
COG2069	K00194
COG1456	K00197
COG4865	K19268
29VGM	K19165
29YZM	K19114
2DPQM	K03624
2DC2X	K01160
2DU6W	K03202
2EGVW	K20267
2BXG3	K21619
2DQA6	K09153
2DBGK	K19114
28IA0	K19088
2DRM3	K06317
2E4QN	K06317
2DMHS	K06395
2FBDN	K17270
2D0UB	K20254
KOG4375	K15009
29KPW	K04257
2CW9U	K06712
2EXZA	K21126
2CNGM	K21436
2D1QC	K04257
2CWB9	K04257
2D984	K06512
2EQI2	K06499
2CNHI	K06568
2D30U	K06712
2DAX5	K06499
2C2NQ	K21408
2D98X	K06549
2FCJB	K05264
29I2H	K06488
2CW9D	K04257
2D8PG	K06731
2D6ZQ	K14480
2D9BW	K06499
2D1EZ	K11265
arCOG05169	K07038
COG1151	K00198
arCOG01712	K01507
arCOG02782	K07448
arCOG10191	K16915
arCOG07803	K07076
arCOG00413	K11627
COG2000	K06939
arCOG01453	K15342
arCOG04959	K22170
COG1880	K00195
COG1152	K00192
arCOG03383	K03641
COG4651	K03455
298DP	K02663
28HKD	K01155
2E53Z	K02423
2DSD0	K02402
2CJ5C	K09951
2DC1X	K19126
2CH9B	K19125
2A9VM	K19046
28JFH	K19123
2A71B	K03646
COG1795	K10713
2C44J	K16249
2CEMN	K16258
297JP	K16256
2AICN	K19777
2CEEG	K03602
2CEXV	K02451
2E3VI	K19058
2BUAJ	K12068
2A75G	K12067
29WRQ	K12066
28M4U	K12064
2EEWC	K12069
arCOG05534	K00560
COG2410	K09147
arCOG01466	K01992
arCOG05583	K18641
arCOG02665	K09127
arCOG02671	K19089
COG1906	K09133
arCOG05680	K11258
arCOG05636	K00127
arCOG02049	K01719
arCOG09309	K07052
arCOG05546	K08973
arCOG02110	K07076
COG4946	K08676
arCOG05514	K09787
COG1483	K06922
2A7Q8	K01992
2DSHH	K01992
2AEME	K02194
2A476	K02711
2EGUI	K02713
28II3	K05369
28MBA	K05377
28I84	K05376
2B5RS	K05377
2AGD5	K05381
2CCNY	K05383
28IBS	K05382
29YZK	K03666
295Q7	K03689
2DDSC	K02723
28IUG	K05978
2B9PI	K01551
2A3G1	K00241
2D20G	K14180
296RT	K08254
2CB7R	K01233
2CT0P	K19200
2CTZ9	K09043
2CXK8	K21195
2BY31	K09043
2CNZU	K21195
2E612	K00477
2CKYQ	K00275
2E5IW	K18188
2D1Y3	K11758
2E5J1	K20289
2DP8D	K07794
2DDTT	K03571
2EIVU	K02221
2AK3H	K02277
COG3461	K09700
295PM	K07794
295G5	K05826
COG3337	K19141
2A1N7	K19116
29WWV	K02456
COG2380	K09785
2E130	K03571
2A1QD	K19687
COG3848	K01007
28PT7	K03293
2B0SB	K18955
COG3319	K12437
2FI9B	K03687
2EXTF	K18481
2CKE4	K18481
2BGGK	K09747
2B36N	K18481
2F17D	K18481
2EYFW	K18481
2DYDI	K18481
2EACP	K19778
2ECM3	K18922
2E9RG	K19048
2DB7S	K12981
2BXKV	K08277
2D740	K12061
2E43H	K12064
2DZK4	K12067
COG2946	K07467
2DEDA	K13732
COG3421	K01156
2AXFS	K02278
2AXZU	K07733
2AW13	K01972
2AWYB	K02651
2DSY5	K12286
29NJ2	K02595
2AWYH	K03557
2E70X	K02116
2AX3U	K05775
2A6VV	K19130
28K8W	K19128
2AWHT	K20950
2DBX0	K13053
2C945	K01865
28MUA	K22116
2DMZG	K03746
2A96W	K12281
2E9U9	K09153
2F8G2	K02030
2F7AQ	K09984
2D493	K01573
2F16X	K00940
2DP54	K11741
2E59M	K04056
COG5613	K15345
2BXTM	K02556
2B5X6	K02945
29ZS7	K09748
29ZUW	K02435
29ZR3	K02237
29ZVB	K03075
2EU5W	K06080
2ECZP	K03646
29WW8	K02451
28P9W	K02463
2DR6M	K03689
2B6QN	K02697
2DZTX	K19156
2ET6Y	K02287
2DIF6	K02643
2EH3J	K02696
28IP4	K19090
2C300	K21904
2B7AB	K02700
2DB93	K02705
2DBD0	K02703
2AMM7	K01161
2B604	K02114
2BKII	K02435
2AITQ	K00334
2AIHF	K11906
2AU0X	K11905
28M4H	K06297
2EX2E	K07448
2CMYY	K06297
2BAVG	K02116
28NN3	K19116
28JMD	K19114
2BHFY	K02078
2DISY	K06218
2ERXY	K05570
2DRHJ	K13570
2AT44	K06867
2EDI1	K07146
2BG1I	K09807
2ATC0	K01992
2DXKB	K09986
2C7GF	K03293
29HAI	K20920
2A42S	K00518
2AIMH	K02451
2ADT7	K18480
2DT2X	K07803
2FHNW	K16783
2AHZB	K05337
2EFBZ	K09794
29G8A	K02459
29VSS	K01573
2AHFG	K08086
2AU23	K09892
2DTYX	K02372
2AHP2	K02241
2AXAS	K07070
2DGAF	K21010
2FFW8	K02795
2B2P2	K03636
2AD8V	K12205
2DR0H	K02277
2EJ1A	K12222
2CPXU	K12213
2BVH1	K12214
2F7QW	K09924
2DHEH	K02417
2DB8Q	K13992
2DB77	K08928
2EI15	K08926
2DPVW	K08927
COG5621	K09844
2E5WV	K15754
2DW9D	K01992
2DS1Y	K02116
2E58S	K06392
2C5KI	K06393
COG3970	K14259
2BTCS	K12205
2A73S	K02487
29X21	K03203
28MZ4	K07126
2AEYW	K02398
2AQKM	K19168
2AQSG	K06135
2D16E	K13651
2B172	K19168
2DWET	K20330
2CEKR	K09702
2CHDJ	K19981
2B1BV	K09794
2D9JQ	K12545
29W5C	K05593
2BR30	K02423
2EDAZ	K14744
2A0VH	K13450
2DQ4K	K14744
2FKPQ	K09167
2E8WA	K22512
28KVC	K22511
2B2JY	K18955
2B6X5	K18481
2BN04	K21608
2B0KE	K19777
2DCK5	K18481
2DVTA	K18481
2A17U	K18481
COG1424	K01906
2DR5P	K06395
2DRAE	K02418
2ESIT	K06421
2EMFE	K01992
2DBA0	K18640
28KEA	K01014
2DBUH	K07112
arCOG09463	K19169
2DPVB	K19172
28IJJ	K19174
29DMM	K19168
2EIX9	K03197
2DHI3	K19163
2DV9D	K06297
2EX6N	K06297
28M0D	K01992
2FAA1	K21565
2AITF	K16937
2DNPB	K06317
2DMFB	K06395
2F8Z1	K07034
2APNI	K04757
29WHN	K20543
2AZH0	K02078
29WDF	K02935
2BB7R	K03646
2DFVR	K20484
2BEJV	K18955
28YR2	K10415
2EVM2	K11002
2CV4M	K02627
2CBTV	K12770
28UFV	K20521
2DH58	K12187
2BWTN	K17666
2E024	K18759
2E5C3	K17664
2BCCT	K11556
2CZ0U	K17772
2E29I	K12416
2BT5X	K03356
2CIQM	K11560
2DZQG	K15140
2C43S	K11566
2C90V	K18191
28NX1	K11575
2CRRW	K11554
28TGU	K03352
2EFSP	K11758
2BVGS	K14263
28N9T	K14024
28Q4V	K11370
2CFSX	K17773
2C7HU	K12594
29NQU	K12413
2AUB4	K11562
2EYIE	K02137
2CXHM	K18804
28KUI	K00664
2CY1F	K17440
2C8R8	K06695
2C73V	K17789
29THH	K17976
2CEKD	K11557
2C5FE	K17672
2CBFP	K22238
2E19Z	K17787
2CKA2	K20297
2CDW9	K09102
2E1TG	K11567
2E0BZ	K11568
2E0FJ	K14524
28PJN	K19849
2CEKQ	K15155
29YXD	K17671
2CYSK	K18599
2E20T	K02143
2E2PM	K11368
2CG83	K11371
2AXYA	K17670
2CZD1	K19992
28ZNJ	K02181
28MM8	K11115
2E2IV	K09102
2BQSR	K01992
2A0ZU	K02671
2F2RF	K01992
2DEA1	K07448
2AMS5	K14053
2DY7B	K07266
2EAMQ	K02277
28N7M	K04058
298AF	K03162
2DDQ5	K11748
2AIWT	K07401
28N0Z	K13735
2DPQ6	K06327
2F7B6	K04757
2FCY2	K03704
2EURH	K06315
29R5U	K06422
2EMYI	K06376
2EKYM	K06396
2E5UW	K06425
2DFWF	K19147
29A6U	K06422
COG3818	K06977
2BW7G	K02597
2DTM3	K19092
2CJ0Q	K07794
2B9NF	K10716
29YFZ	K18481
2DYJY	K16645
2AEJ9	K02723
2A6VZ	K02004
2EDR0	K20461
2EIFD	K20460
2B5A1	K01992
2B59B	K02654
2AP1Y	K19341
2BK4P	K13570
28IJT	K05951
arCOG03983	K00531
2E63D	K21694
2DSYG	K00424
2C96H	K13472
2C96I	K04758
29W7U	K21003
2CAP8	K00645
2DVMQ	K08095
2E5H4	K18481
2AG5J	K16905
28UBJ	K14953
2APGR	K20467
2ANNP	K18481
29YKJ	K10805
2AJEQ	K18957
2ANQH	K18481
2AKBR	K18481
2BKHN	K18481
29RDT	K06166
29BJD	K07286
2AIAA	K21817
2BR28	K15790
29E63	K19000
2DNE3	K04335
2DMME	K04334
2DMPY	K03197
2E9RI	K03971
2E1AN	K10962
2E7N1	K19048
2E6IF	K21399
2DMJP	K17899
2EW5V	K06395
2F26K	K06384
2AE14	K10670
2DKQ1	K20109
2E84C	K21481
2E96H	K07794
2FC80	K06940
2DBIK	K06297
2BR8S	K11189
2BAUS	K06391
2B2HT	K06393
28SQR	K02556
2C6CR	K07089
2BHR7	K07800
29X4J	K08363
2DFDY	K03602
295X6	K17762
2BXQF	K02008
2EJM0	K19172
28HY3	K20370
2AFZM	K02116
arCOG08838	K16785
arCOG01840	K13993
2CJNI	K01155
2AJQQ	K01155
2BX9T	K21572
2EMS7	K11934
2C0N3	K21571
28X5Q	K19048
2DBBU	K21572
2BFA5	K12062
2EDM8	K12064
28QQQ	K02402
2DQI4	K03516
2E34D	K19777
28PTC	K11909
COG2187	K07028
2CFWZ	K08086
2C3WU	K16905
2DVMZ	K03616
29X2D	K08714
2FDWV	K02078
2ASAT	K02277
2BXWN	K21571
2DTWR	K01573
2EBX3	K04337
2BA0I	K03671
2EQ1I	K09888
2EJZC	K17489
2EXHA	K02004
2EI0U	K02700
28JI7	K19122
2D1JZ	K09246
2CUBM	K04374
2CFAQ	K10352
29EBJ	K09458
28NQQ	K20628
2E30F	K09184
2CYN3	K11236
2EMEN	K16795
2AZII	K19200
2D2WD	K20613
29FHH	K20246
2CUR4	K16489
2EITC	K00698
2ENIE	K01759
2ARTM	K19355
2CUDS	K07937
2D1ZU	K01181
2D4J5	K17644
28IN0	K20151
2AIIX	K11015
2ANIA	K00571
2DT2M	K02702
2BX0X	K19159
2C2GK	K03297
2DRWC	K02643
2DSAX	K02696
2E47R	K21495
2DMER	K02009
2AMMW	K19169
2DE3P	K19090
29AQN	K17434
2DN4C	K19144
2DBMR	K18640
2CCJX	K02723
2DTZA	K09892
2E5QC	K07794
28WQX	K19291
2EK9Z	K08992
2DN5W	K07794
2DP0U	K06304
2EEB8	K06303
2C5QJ	K06302
2EBJR	K06301
2EBHF	K06300
2DPJX	K06299
2C7Y5	K02254
29RIB	K06340
29MSK	K06327
2EIH6	K06371
29SE8	K06430
29RCT	K06437
2B6TF	K06299
2ASBM	K06299
2EI8E	K06432
2E54C	K06433
29RG0	K06380
29S9K	K06429
29RIJ	K06319
29RRN	K06321
29S32	K06389
2CDMR	K06388
2A141	K02247
2DH6Y	K06308
2C7CE	K06345
2AS3A	K06376
29S4R	K06427
2ATZQ	K06138
2B2NY	K00984
2CGV9	K22116
2D8S2	K21165
2APGC	K05826
2FA4B	K18955
2B2RS	K18955
2BQQH	K02703
2DBD4	K02705
2A4XJ	K02706
2DBEU	K02704
2BKAP	K02093
2BQCG	K08993
2AVB4	K19168
2DN3X	K19046
COG2401	K07128
arCOG00538	K03636
2EMTX	K07746
2FJQG	K10712
2DZ6Y	K06726
arCOG05903	K07027
2BPX9	K08999
2B2IX	K09888
2A5ZU	K16937
2967N	K16565
2DYQH	K04060
2DMGJ	K02413
2E3JB	K18923
2E6QQ	K06218
2BKBV	K07794
2EC3X	K11189
2DNIF	K06377
2ACT8	K01653
2CNJ5	K10659
2E75M	K21753
28PM2	K08387
2ESMW	K06479
29X01	K11312
29ZSJ	K03545
2B5KJ	K07271
2BV58	K02945
2BK38	K02044
2BKBI	K03073
2DPFA	K08939
2EKTS	K08930
2C7S8	K03571
2EDQI	K07794
2DRHT	K05826
29HBT	K19088
2DTQV	K03571
2DM4B	K01992
2DIUN	K07800
2DIUC	K20337
2DQAQ	K06422
2C7VQ	K06425
2EIXB	K06433
2DJRP	K06327
2EKFC	K06429
2DDU9	K06308
2DTD7	K21908
2E69G	K02423
2DPIU	K06317
28IUJ	K01992
2ERTV	K06428
2EH4E	K06380
2EPWV	K06431
28T9W	K09683
2EHDE	K06327
29PIZ	K20109
28USI	K06429
29RWC	K02247
2ARVK	K21488
2EPFA	K07213
29X4E	K21494
28HYE	K18640
2DPHN	K17763
2DRQR	K06422
2DTSE	K02651
2DDQ2	K07733
2DI8X	K14744
2AQRV	K06135
28HRV	K13085
2B0T3	K07805
2B3RN	K14744
2E53M	K11918
2EPZ5	K13741
2DNJM	K02423
2CBZC	K08598
2EHBC	K22487
2BWZD	K03221
28NYF	K22488
2E1IW	K13284
2C6J3	K13287
2DC7P	K13286
28N7Q	K13285
28V40	K22514
2C1FY	K22513
2CFCZ	K22512
2EF6J	K21740
29H18	K19298
2DNYU	K12062
2CM1I	K03571
2DC1Z	K01992
2EWHW	K03201
arCOG13401	K05826
2DK9W	K09892
2EMS5	K21759
arCOG15028	K02277
arCOG01441	K19086
arCOG04193	K19087
arCOG03435	K19143
arCOG14816	K16785
2CA12	K01992
2AQIC	K08095
2APMF	K22344
2BG7F	K22344
2BHIF	K04758
2DQ61	K05571
29KZX	K03832
28P4J	K16926
2EHD7	K20383
29MDN	K20384
2DJXP	K02107
2DWNB	K01992
2AWIC	K02663
2AWIS	K08084
28YGQ	K19126
2B0N4	K19123
2C1K4	K07794
2C790	K01992
2935Z	K02116
2EKRY	K07800
2E4DC	K19165
2DN4S	K13934
2CW13	K21245
2CW17	K17582
2CXVP	K10310
2C1WA	K08471
2CY30	K16716
2F6H8	K14025
2CW1P	K10867
2CVM3	K14973
29DYU	K01047
2D88E	K16812
2B70P	K14000
2ABV2	K16468
2BWNR	K17569
2BYAN	K20478
2DK8P	K09280
29KZ3	K20636
2D0CH	K18751
2CW14	K16459
2CWDA	K08471
2D88J	K11515
2CZDJ	K15708
29K4A	K06227
28ID2	K09237
2B786	K14971
2CW19	K17653
2CX3Z	K03504
2C363	K21842
2CZ89	K17580
2CWDK	K13130
2D9U9	K11875
2FB3C	K20188
2CRTF	K18728
2DAW4	K17785
2F10Q	K16937
2BHEX	K07090
2BT8R	K05826
2BKHQ	K18686
2DM6Q	K19295
2ERI8	K19296
2BD5F	K04758
29UWU	K07038
29Y5S	K02664
292BC	K09792
2DDQI	K22111
28IHV	K08961
2DEJ6	K06045
2DMPZ	K15977
2DZ0Q	K19048
2CENV	K02078
2DMHN	K19295
2DBT0	K19295
2DDHM	K02452
2DH00	K07474
2E76W	K15790
2FE96	K12181
2CPR7	K10639
29HRV	K16794
2B1G1	K02078
2ABWT	K19048
2DKVM	K20483
29UDW	K19169
2AWXR	K06193
2E2E6	K06218
2FIJK	K01992
2E1CE	K03970
2EKPG	K09951
2C1V4	K09771
2CA66	K12218
2DR73	K19000
2FJKC	K02078
2AH8M	K04335
2A7NC	K18373
28YM8	K18374
2EDAH	K20529
2FIPF	K03111
2AF6I	K04062
