,bin_names,K00024,K00031,K00169,K00170,K00171,K00172,K00174,K00175,K00176,K00177,K00239,K00240,K00241,K00242,K00244,K00245,K00246,K00247,K01006,K01007,K01595,K01676,K01677,K01678,K01679,K01681,K01682,K01902,K01903,K01958,K01959,K01960,K03737,K15230,K15231,K15232,K15234,K18556,K18557,K18560,mOTU,gtdbtk_classif_r207,percent_completion
134,bulkbins-MOSAIC-MIME-BINNING-1103_bin-03,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_499,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,98.59154929577464
135,ERR3589570.15,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_121,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__;s__,69.01408450704226
136,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_364,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus,87.32394366197181
137,bulkbins-MOSAIC-MIME-BINNING-45_bin-59,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_840,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__;s__,100.0
138,SRR10912890.2,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_392,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter sp001447155,85.91549295774648
139,bulkbins-MOSAIC-MIME-BINNING-2703_bin-05,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,98.59154929577464
140,bulkbins-MOSAIC-MIME-BINNING-3003_bin-37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,85.91549295774648
141,SRR7155205.26,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_281,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,92.95774647887325
142,bulkbins-MOSAIC-MIME-BINNING-1803_bin-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_710,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp014239225,84.50704225352112
143,MOSAIC-MIME-BINNING-31_bin-074,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_057,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,76.05633802816901
144,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_364,,1e-05
145,MOSAIC-MIME-BINNING-ClusterAss-2_bin-265,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_289,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__Glaciecola sp002292215,100.0
146,bulkbins-MOSAIC-MIME-BINNING-2203_bin-lowDepth,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_074,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA918;g__OLB19;s__,83.09859154929578
147,ERR4918863.61,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_487,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Paraglaciecola;s__Paraglaciecola sp905479025,100.0
148,MOSAIC-MIME-BINNING-3_bin-060,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_642,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas naphthalenivorans,94.3661971830986
149,bulkbins-MOSAIC-MIME-BINNING-2903_bin-156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,COMPLETE-SET-AND-BULK_mOTU_483,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__,1e-05
150,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-954,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,74.64788732394365
151,MOSAIC-MIME-BINNING-ClusterAss-3a_bin-346,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_742,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__,100.0
152,bulkbins-MOSAIC-MIME-BINNING-1803_bin-45,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_603,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__CAJJAM01;s__CAJJAM01 sp905182235,90.14084507042251
153,MOSAIC-MIME-BINNING-31_bin-049,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_642,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas naphthalenivorans,87.32394366197181
154,MOSAIC-MIME-BINNING-ClusterAss-2_bin-467,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_057,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,88.73239436619718
155,MOSAIC-MIME-BINNING-ClusterAss-1_bin-302,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_258,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__JABSOI01;s__,64.78873239436619
156,MOSAIC-MIME-BINNING-803_bin-46,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_289,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__Glaciecola sp002292215,100.0
157,ODEN-2013-BINNING-COASS_bin-4230,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_281,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425,46.478873239436616
158,bulkbins-MOSAIC-MIME-BINNING-3303_bin-38,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_335,,100.0
159,bulkbins-MOSAIC-MIME-BINNING-45_bin-06,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_603,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__CAJJAM01;s__CAJJAM01 sp905182235,92.95774647887325
160,bulkbins-MOSAIC-MIME-BINNING-2003_bin-095,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,91.54929577464787
161,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,73.23943661971829
162,bulkbins-MOSAIC-MIME-BINNING-3303_bin-46,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__,97.1830985915493
163,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-356,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,COMPLETE-SET-AND-BULK_mOTU_159,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA12247;f__;g__;s__,85.91549295774648
164,ERR3589586.27,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_258,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__JABSOI01;s__,78.8732394366197
165,bulkbins-MOSAIC-MIME-BINNING-803_bin-05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_710,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp014239225,74.64788732394365
166,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-481,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_740,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA12247;f__;g__;s__,91.54929577464787
167,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_364,,1e-05
168,bulkbins-MOSAIC-MIME-BINNING-2803_bin-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,66.19718309859155
169,bulkbins-MOSAIC-MIME-BINNING-45_bin-29,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_378,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__CACPJA01;s__,97.1830985915493
170,MOSAIC-MIME-BINNING-25_bin-28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_642,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas naphthalenivorans,30.985915492957748
171,MOSAIC-MIME-BINNING-45_bin-87,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_642,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas naphthalenivorans,95.77464788732394
172,MOSAIC-MIME-BINNING-31_bin-033,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_167,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__,77.46478873239437
173,bulkbins-MOSAIC-MIME-BINNING-603_bin-031,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_723,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__,77.46478873239437
174,MOSAIC-MIME-BINNING-2503_bin-116,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_511,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudidiomarina;s__Pseudidiomarina gelatinasegens,92.95774647887325
175,MOSAIC-MIME-BINNING-ClusterAss-3b_bin-359,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_642,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas naphthalenivorans,83.09859154929578
176,bulkbins-MOSAIC-MIME-BINNING-1603_bin-010,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_877,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia_A;s__Colwellia_A sp001767295,84.50704225352112
177,bulkbins-MOSAIC-MIME-BINNING-903_bin-089,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,90.14084507042251
178,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-431,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_788,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,90.14084507042251
179,bulkbins-MOSAIC-MIME-BINNING-803_bin-19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_603,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__CAJJAM01;s__CAJJAM01 sp905182235,80.28169014084506
180,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4630,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,38.02816901408449
181,bulkbins-MOSAIC-MIME-BINNING-703_bin-101,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_603,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__CAJJAM01;s__CAJJAM01 sp905182235,63.38028169014085
182,bulkbins-MOSAIC-MIME-BINNING-1403_bin-070,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_364,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus,90.14084507042251
183,bulkbins-ODEN-2013-BINNING-medium-13_bin-1597,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_603,,1e-05
184,SRR5819383.133,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_121,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__;s__,92.95774647887325
185,bulkbins-MOSAIC-MIME-BINNING-1203_bin-069,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_603,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__CAJJAM01;s__CAJJAM01 sp905182235,69.01408450704226
186,bulkbins-MOSAIC-MIME-BINNING-803_bin-50,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_070,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp001974855,95.77464788732394
187,bulkbins-MOSAIC-MIME-BINNING-1503_bin-091,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,83.09859154929578
188,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-343,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_877,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia_A;s__Colwellia_A sp001767295,56.338028169014095
189,SRR5819383.48,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_047,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas distincta,66.19718309859155
190,bulkbins-MOSAIC-MIME-BINNING-2303_bin-143,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_877,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia_A;s__Colwellia_A sp001767295,98.59154929577464
191,MOSAIC-MIME-BINNING-31_bin-066,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_150,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas piscicida,100.0
192,MOSAIC-MIME-BINNING-ClusterAss-1_bin-216,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_167,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__,95.77464788732394
193,bulkbins-MOSAIC-MIME-BINNING-1703_bin-015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_645,,1e-05
194,bulkbins-MOSAIC-MIME-BINNING-2603_bin-076,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,95.77464788732394
195,bulkbins-MOSAIC-MIME-BINNING-1503_bin-020,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,COMPLETE-SET-AND-BULK_mOTU_758,,100.0
196,ERR3589565.34,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_230,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas marina,73.23943661971829
197,MOSAIC-MIME-BINNING-703_bin-067,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_057,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,80.28169014084506
198,bulkbins-MOSAIC-MIME-BINNING-2703_bin-39,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,98.59154929577464
199,bulkbins-MOSAIC-MIME-BINNING-31_bin-097,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_616,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas undina,84.50704225352112
200,bulkbins-MOSAIC-MIME-BINNING-17_bin-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,49.29577464788731
