,bin_names,K00024,K00169,K00170,K00171,K00172,K00239,K00240,K00241,K00626,K01007,K01595,K01677,K01678,K01902,K01903,K14465,K14467,K14534,K15016,K15038,mOTU,gtdbtk_classif_r207,percent_completion
170,SRR13153458.19,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,97.1830985915493
171,ERR3589579.58,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,94.3661971830986
172,MOSAIC-MIME-BINNING-ClusterAss-3a_bin-606,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_402,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__GCA-2717185;g__JABJJH01;s__,85.91549295774648
173,bulkbins-MOSAIC-MIME-BINNING-2203_bin-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_788,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,91.54929577464787
174,bulkbins-MOSAIC-MIME-BINNING-3103_bin-15,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,100.0
175,bulkbins-MOSAIC-MIME-BINNING-703_bin-056,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_723,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__,97.1830985915493
176,ERR3589580.24,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,57.74647887323944
177,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-269,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_854,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__,70.4225352112676
178,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-252,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_043,,100.0
179,bulkbins-MOSAIC-MIME-BINNING-2703_bin-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_364,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus,100.0
180,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_798,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,1e-05
181,SRR10912889.3,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,52.11267605633803
182,bulkbins-MOSAIC-MIME-BINNING-603_bin-052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,95.77464788732394
183,MOSAIC-MIME-BINNING-2103_bin-104,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_519,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia sp003061515,36.619718309859145
184,bulkbins-MOSAIC-MIME-BINNING-2703_bin-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_627,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__SYDM01;s__,95.77464788732394
185,bulkbins-MOSAIC-MIME-BINNING-603_bin-057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,59.15492957746479
186,MOSAIC-MIME-BINNING-ClusterAss-1_bin-465,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_057,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,80.28169014084506
187,SRR9019654.17,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,70.4225352112676
188,bulkbins-MOSAIC-MIME-BINNING-17_bin-67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,85.91549295774648
189,bulkbins-MOSAIC-MIME-BINNING-3_bin-101,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_840,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__,1e-05
190,SRR5262292.62,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,88.73239436619718
191,bulkbins-MOSAIC-MIME-BINNING-1703_bin-163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,38.02816901408449
192,bulkbins-MOSAIC-MIME-BINNING-2103_bin-061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,64.78873239436619
193,ODEN-2013-BINNING-all-COASS_bin-04784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,28.169014084507047
194,bulkbins-MOSAIC-MIME-BINNING-603_bin-022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_627,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__SYDM01;s__,78.8732394366197
195,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-371,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_710,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp014239225,81.69014084507042
196,ERR4918860.66,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,47.88732394366197
197,bulkbins-MOSAIC-MIME-BINNING-1303_bin-131,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,100.0
198,bulkbins-MOSAIC-MIME-BINNING-1203_bin-055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,95.77464788732394
199,bulkbins-MOSAIC-MIME-BINNING-3303_bin-66,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_253,,1e-05
200,bulkbins-MOSAIC-MIME-BINNING-2803_bin-126,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_352,,98.59154929577464
201,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-587,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_233,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-2718455;s__,92.95774647887325
202,SRR10912860.13,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,73.23943661971829
203,SRR11624239.13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,81.69014084507042
204,bulkbins-MOSAIC-MIME-BINNING-3403_bin-72,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_840,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__,100.0
205,bulkbins-MOSAIC-MIME-BINNING-31_bin-076,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_723,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__,85.91549295774648
206,bulkbins-ODIN-2013-BINNING-17_bin-01,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_627,,97.1830985915493
207,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_364,,1e-05
208,SRR5819607.28,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,100.0
209,bulkbins-MOSAIC-MIME-BINNING-45_bin-59,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_840,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__;s__,100.0
210,MOSAIC-MIME-BINNING-3303_bin-56,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,77.46478873239437
211,MOSAIC-MIME-BINNING-603_bin-087,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,52.11267605633803
212,ERR4918863.61,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_487,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Paraglaciecola;s__Paraglaciecola sp905479025,100.0
213,ERR5006649.12,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,92.95774647887325
214,ERR3589554.41,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,88.73239436619718
215,bulkbins-MOSAIC-MIME-BINNING-3303_bin-38,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_335,,100.0
216,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,73.23943661971829
217,SRR5819595.63,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,100.0
218,bulkbins-MOSAIC-MIME-BINNING-1503_bin-111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,91.54929577464787
219,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-481,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_740,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA12247;f__;g__;s__,91.54929577464787
220,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_364,,1e-05
221,bulkbins-MOSAIC-MIME-BINNING-603_bin-031,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_723,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__,77.46478873239437
222,SRR10912888.10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,49.29577464788731
223,bulkbins-MOSAIC-MIME-BINNING-1003_bin-073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_627,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__SYDM01;s__,49.29577464788731
224,bulkbins-MOSAIC-MIME-BINNING-603_bin-081,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_250,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,64.78873239436619
225,bulkbins-MOSAIC-MIME-BINNING-17_bin-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,49.29577464788731
226,MOSAIC-MIME-BINNING-2703_bin-60,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,97.1830985915493
227,ERR3589573.61,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,94.3661971830986
228,bulkbins-MOSAIC-MIME-BINNING-1203_bin-001,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,56.338028169014095
229,SRR9019726.37,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_319,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__CADEGL01;f__CADEGL01;g__JABIRQ01;s__,95.77464788732394
230,ERR3589563.83,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_519,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Cognaticolwellia;s__Cognaticolwellia sp003061515,53.52112676056338
231,MOSAIC-MIME-BINNING-803_bin-54,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_057,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,80.28169014084506
232,bulkbins-MOSAIC-MIME-BINNING-603_bin-046,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,39.43661971830985
233,bulkbins-MOSAIC-MIME-BINNING-1403_bin-016,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_798,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,92.95774647887325
234,SRR9019763.25,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,98.59154929577464
235,bulkbins-MOSAIC-MIME-BINNING-1903_bin-094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,57.74647887323944
236,bulkbins-MOSAIC-MIME-BINNING-2803_bin-117,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_710,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp014239225,98.59154929577464
237,bulkbins-ODEN-2013-BINNING-all-COASS_bin-01478,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,70.4225352112676
238,bulkbins-ODEN-2013-BINNING-COASS_bin-5728,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,83.09859154929578
239,bulkbins-MOSAIC-MIME-BINNING-903_bin-022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,80.28169014084506
240,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-680,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,67.6056338028169
241,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-3114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,85.91549295774648
242,MOSAIC-MIME-BINNING-2803_bin-041,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,97.1830985915493
243,ERR4918860.38,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,76.05633802816901
244,ERR4691639.40,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,59.15492957746479
245,bulkbins-MOSAIC-MIME-BINNING-2103_bin-046,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,97.1830985915493
246,ERR3589566.27,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,57.74647887323944
247,ERR599159.31,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,81.69014084507042
248,bulkbins-ODEN-2013-BINNING-all-COASS_bin-08762,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,84.50704225352112
249,bulkbins-MOSAIC-MIME-BINNING-2003_bin-lowDepth,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_788,,100.0
250,SRR10912869.14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__,57.74647887323944
251,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4751,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,81.69014084507042
252,MOSAIC-MIME-BINNING-ClusterAss-1_bin-915,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_834,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin95;f__Bin95;g__;s__,98.59154929577464
253,SRR9019729.22,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,42.25352112676056
254,ERR599008.93,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_452,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775,60.56338028169014
255,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,76.05633802816901
