members,K00626,K01848,K01849,K05606,K14534,K15016,K15019,K15020,M00375
ODEN-2013-BINNING-medium-9_bin-0838,2,0,0,2,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-COASS_bin-3384,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-COASS_bin-4005,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-COASS_bin-4792,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-COASS_bin-4826,0,2,0,0,0,0,0,0,0.03571428571428571
ODEN-2013-BINNING-medium-COASS_bin-5239,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-COASS_bin-5838,0,0,0,2,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-COASS_bin-5926,2,0,0,2,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-COASS_bin-6181,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-COASS_bin-6233,7,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-COASS_bin-8682,2,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-COASS_bin-9385,0,0,0,2,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-11_bin-10,7,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-11_bin-17,2,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-11_bin-25,0,0,0,2,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-11_bin-28,2,0,2,2,0,0,0,0,0.17857142857142858
ODIN-2013-BINNING-13_bin-17,7,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-13_bin-46,2,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-13_bin-49,0,0,0,2,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-17_bin-14,0,0,0,2,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-17_bin-24,2,0,0,2,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-17_bin-26,2,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-20_bin-07,0,0,0,2,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-22_bin-16,2,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-22_bin-21,0,0,0,2,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-22_bin-27,0,0,0,2,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-3_bin-04,0,0,0,4,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-3_bin-06,2,0,0,2,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-3_bin-16,7,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-4_bin-03,2,0,2,2,0,0,0,0,0.17857142857142858
ODIN-2013-BINNING-4_bin-05,0,0,0,2,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-4_bin-12,2,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-4_bin-22,7,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-4_bin-27,0,0,0,2,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-6_bin-11,2,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-6_bin-13,2,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-6_bin-16,7,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-6_bin-23,2,0,0,0,0,0,0,0,0.07142857142857142
ODIN-2013-BINNING-6_bin-26,0,0,2,0,0,0,0,0,0.03571428571428571
ODIN-2013-BINNING-9_bin-01,2,0,0,2,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-9_bin-02,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912806.17,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912808.15,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912808.21,7,0,0,2,0,0,0,0,0.14285714285714285
SRR10912808.3,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912809.12,7,0,0,2,0,0,0,0,0.14285714285714285
SRR10912815.22,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912820.16,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912820.9,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912821.3,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912822.9,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912823.9,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912825.1,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912825.25,4,0,0,0,0,0,0,0,0.07142857142857142
SRR10912825.9,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912826.10,4,0,0,0,0,0,0,0,0.07142857142857142
SRR10912826.17,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912826.19,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912826.4,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912826.5,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912831.13,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912831.18,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912831.5,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912831.8,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912835.18,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912844.13,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912847.13,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912848.13,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912848.4,2,0,0,2,0,0,0,0,0.14285714285714285
SRR10912860.16,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912860.17,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912861.16,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912861.2,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912868.28,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912868.35,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912869.21,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912870.17,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912870.6,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912874.11,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912874.12,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912875.13,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912875.6,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912886.26,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912886.29,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912887.20,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912888.1,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912888.15,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912889.2,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912891.5,2,0,0,0,0,0,0,0,0.07142857142857142
SRR10912895.4,0,0,0,2,0,0,0,0,0.07142857142857142
SRR10912896.11,0,0,0,4,0,0,0,0,0.07142857142857142
SRR11563380.27,7,0,0,0,0,0,0,0,0.07142857142857142
SRR11563380.39,0,0,0,2,0,0,0,0,0.07142857142857142
SRR11563580.121,0,0,2,0,0,0,0,0,0.03571428571428571
SRR11563580.141,0,0,2,2,0,0,0,0,0.10714285714285714
SRR11563580.144,0,0,0,2,0,0,0,0,0.07142857142857142
SRR11563580.146,0,0,0,2,0,0,0,0,0.07142857142857142
SRR11563580.18,7,0,0,0,0,0,0,0,0.07142857142857142
SRR11563580.26,7,0,0,0,0,0,0,0,0.07142857142857142
SRR11563580.29,0,0,0,2,0,0,0,0,0.07142857142857142
SRR11563580.37,2,0,0,0,0,0,0,0,0.07142857142857142
SRR11563580.52,2,0,0,0,0,0,0,0,0.07142857142857142
SRR11563580.63,2,0,0,2,0,0,0,0,0.14285714285714285
SRR11563580.82,0,2,0,2,0,0,0,0,0.10714285714285714
SRR11563580.83,2,0,0,0,0,0,0,0,0.07142857142857142
SRR11563580.98,2,0,0,2,0,0,0,0,0.14285714285714285
SRR11624504.11,0,0,0,2,0,0,0,0,0.07142857142857142
SRR11624504.3,0,0,0,2,0,0,0,0,0.07142857142857142
SRR11624504.30,0,2,2,2,0,2,0,0,0.21428571428571427
SRR11625412.13,4,0,0,4,0,0,0,0,0.14285714285714285
SRR11627979.31,0,0,0,4,0,0,0,0,0.07142857142857142
SRR11658663.3,0,0,0,2,0,0,0,0,0.07142857142857142
SRR11658663.32,2,0,0,0,0,0,0,0,0.07142857142857142
SRR11658663.36,2,0,0,4,0,0,0,0,0.14285714285714285
SRR13153264.15,2,0,0,2,0,0,0,0,0.14285714285714285
SRR13153264.9,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153303.10,2,0,0,2,0,0,0,0,0.14285714285714285
SRR13153334.16,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153358.19,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153362.1,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153388.10,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153388.8,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153392.2,7,0,0,0,0,0,0,0,0.07142857142857142
SRR13153429.15,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153429.27,2,0,0,2,0,0,0,0,0.14285714285714285
SRR13153429.49,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153429.8,7,0,0,0,0,0,0,0,0.07142857142857142
SRR13153432.1,2,0,0,2,0,0,0,0,0.14285714285714285
SRR13153432.14,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153452.2,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153452.27,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153454.15,7,0,0,2,0,0,0,0,0.14285714285714285
SRR13153458.11,0,2,0,2,0,0,0,0,0.10714285714285714
SRR13153458.19,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153458.22,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153458.3,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153458.5,2,0,0,2,0,0,0,0,0.14285714285714285
SRR13153459.27,2,0,0,2,0,0,0,0,0.14285714285714285
SRR13153459.28,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153459.4,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153459.9,2,2,0,2,0,0,0,0,0.17857142857142858
SRR13153474.26,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153482.4,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153483.13,2,0,0,2,0,0,0,0,0.14285714285714285
SRR13153483.25,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153484.15,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153484.24,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153485.1,2,0,0,2,0,0,0,0,0.14285714285714285
SRR13153485.15,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153485.16,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153485.18,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153485.21,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153485.26,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153485.28,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153486.21,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153486.26,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153486.8,2,0,0,2,0,0,0,0,0.14285714285714285
SRR13153531.5,7,0,0,0,0,0,0,0,0.07142857142857142
SRR13153544.19,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153544.2,2,0,0,0,0,0,0,0,0.07142857142857142
SRR13153544.31,2,0,0,2,0,0,0,0,0.14285714285714285
SRR13153554.13,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153554.23,0,0,0,2,0,0,0,0,0.07142857142857142
SRR13153554.25,0,0,0,0,2,0,0,0,0.07142857142857142
SRR13153554.6,2,0,0,2,0,0,0,0,0.14285714285714285
SRR3233381.32,0,0,0,2,0,0,0,0,0.07142857142857142
SRR3233381.39,2,0,0,0,0,0,0,0,0.07142857142857142
SRR3233381.40,0,0,0,2,0,0,0,0,0.07142857142857142
SRR3233381.71,2,0,0,2,0,0,0,0,0.14285714285714285
SRR3233383.13,0,2,0,0,0,0,0,0,0.03571428571428571
SRR3233383.3,2,0,0,2,0,0,0,0,0.14285714285714285
SRR3233383.35,2,0,0,0,0,0,0,0,0.07142857142857142
SRR3233383.52,2,0,0,2,0,0,0,0,0.14285714285714285
SRR3233383.63,2,0,0,2,0,0,0,0,0.14285714285714285
SRR3233383.64,2,0,0,0,0,0,0,0,0.07142857142857142
SRR4004175.26,2,0,0,2,0,0,0,0,0.14285714285714285
SRR4004175.44,7,0,0,0,0,0,0,0,0.07142857142857142
SRR4004175.55,7,0,0,0,0,0,0,0,0.07142857142857142
SRR4004175.8,2,0,0,2,0,0,0,0,0.14285714285714285
SRR4028167.17,0,0,2,0,0,0,0,0,0.03571428571428571
SRR4028167.33,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5262292.11,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5262292.59,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5262292.6,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5262292.85,4,2,0,7,0,0,0,0,0.17857142857142858
SRR5262292.94,0,2,0,0,0,0,0,0,0.03571428571428571
SRR5262368.10,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5262368.18,0,0,0,0,0,0,0,7,0.07142857142857142
SRR5262368.38,0,0,2,0,0,0,0,0,0.03571428571428571
SRR5262368.39,0,2,0,0,0,0,0,0,0.03571428571428571
SRR5262368.55,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5429424.28,0,0,0,0,0,0,0,7,0.07142857142857142
SRR5819239.109,0,0,0,2,7,0,0,0,0.14285714285714285
SRR5819239.122,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819239.123,0,0,2,0,0,0,0,0,0.03571428571428571
SRR5819239.161,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819239.171,7,0,0,0,0,0,0,0,0.07142857142857142
SRR5819239.175,0,0,2,2,0,0,0,0,0.10714285714285714
SRR5819239.191,0,2,0,2,0,0,0,0,0.10714285714285714
SRR5819239.26,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819239.29,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819239.30,2,0,2,0,0,0,0,0,0.10714285714285714
SRR5819239.37,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819239.4,2,0,0,2,0,0,0,0,0.14285714285714285
SRR5819239.41,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819239.47,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819239.51,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819239.66,0,0,2,2,0,0,0,0,0.10714285714285714
SRR5819239.7,4,0,0,0,0,0,0,0,0.07142857142857142
SRR5819239.92,7,0,0,0,0,0,0,0,0.07142857142857142
SRR5819240.15,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819240.27,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819240.29,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819241.1,2,0,0,2,0,0,0,0,0.14285714285714285
SRR5819241.14,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819241.58,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819241.67,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819381.13,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819381.22,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819381.3,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819381.41,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819381.47,2,0,0,2,0,0,0,0,0.14285714285714285
SRR5819383.100,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819383.110,0,0,0,4,0,0,0,0,0.07142857142857142
SRR5819383.141,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819383.142,0,0,2,2,0,0,0,0,0.10714285714285714
SRR5819383.148,2,0,0,2,0,0,0,0,0.14285714285714285
SRR5819383.168,0,0,2,0,0,0,0,0,0.03571428571428571
SRR5819383.179,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819383.2,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819383.31,2,0,2,0,0,0,0,0,0.10714285714285714
SRR5819383.54,0,0,0,2,7,0,0,0,0.14285714285714285
SRR5819383.62,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819383.76,4,0,0,0,0,0,0,0,0.07142857142857142
SRR5819383.98,7,0,0,0,0,0,0,0,0.07142857142857142
SRR5819552.36,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819552.48,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819552.55,2,0,0,2,0,0,0,0,0.14285714285714285
SRR5819552.68,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819552.76,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819552.78,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819594.13,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819594.35,0,0,2,0,0,0,0,0,0.03571428571428571
SRR5819595.16,0,2,0,0,0,0,0,0,0.03571428571428571
SRR5819595.39,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819595.43,0,2,0,0,0,0,0,0,0.03571428571428571
SRR5819595.63,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819595.71,2,0,2,0,0,0,0,0,0.10714285714285714
SRR5819607.14,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819607.28,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819607.53,0,0,0,0,2,0,0,0,0.07142857142857142
SRR5819607.56,0,0,2,0,0,0,0,0,0.03571428571428571
SRR5819607.62,2,0,2,0,0,0,0,0,0.10714285714285714
SRR5819607.7,2,0,0,4,0,0,0,0,0.14285714285714285
SRR5819607.85,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819754.20,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5819754.33,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819754.5,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819754.77,4,0,0,0,0,0,0,0,0.07142857142857142
SRR5819848.11,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819848.35,2,0,0,4,0,0,0,0,0.14285714285714285
SRR5819848.37,2,0,0,2,0,0,0,0,0.14285714285714285
SRR5819848.38,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5819848.45,2,0,0,2,0,0,0,0,0.14285714285714285
SRR5819848.78,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5976591.24,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5976591.27,0,0,0,0,2,0,0,0,0.07142857142857142
SRR5976591.7,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5976594.2,2,0,0,0,0,0,0,0,0.07142857142857142
SRR5976594.32,0,0,0,2,0,0,0,0,0.07142857142857142
SRR5976594.7,0,0,0,2,0,0,0,0,0.07142857142857142
SRR7155205.26,9,0,0,0,0,0,0,0,0.07142857142857142
SRR7155205.31,2,0,0,0,0,0,0,0,0.07142857142857142
SRR7155206.16,7,0,0,0,0,0,0,0,0.07142857142857142
SRR7155206.17,0,0,0,2,0,0,0,0,0.07142857142857142
SRR8436651.28,0,0,0,2,0,0,0,0,0.07142857142857142
SRR8436651.50,0,0,0,0,0,2,0,0,0.07142857142857142
SRR8436651.6,0,0,0,2,0,0,0,0,0.07142857142857142
SRR8436652.33,0,0,0,2,0,0,0,0,0.07142857142857142
SRR8437079.19,0,0,0,2,0,0,0,0,0.07142857142857142
SRR8437079.45,0,0,0,2,0,0,0,0,0.07142857142857142
SRR8437079.8,2,0,0,0,0,0,0,0,0.07142857142857142
SRR8437082.26,0,0,0,0,0,0,0,7,0.07142857142857142
SRR8437082.36,0,0,0,2,0,0,0,0,0.07142857142857142
SRR8437082.52,0,0,0,2,0,0,0,0,0.07142857142857142
SRR8437082.9,0,0,0,0,0,0,0,7,0.07142857142857142
SRR9019637.21,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019637.38,0,0,2,0,0,0,0,0,0.03571428571428571
SRR9019638.35,0,2,2,0,0,0,0,0,0.07142857142857142
SRR9019638.40,0,0,2,0,0,0,0,0,0.03571428571428571
SRR9019638.97,0,0,2,2,0,0,0,0,0.10714285714285714
SRR9019639.14,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019639.16,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019639.35,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019639.43,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019640.1,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019640.109,0,0,2,2,0,0,0,0,0.10714285714285714
SRR9019640.115,0,0,2,0,0,0,0,0,0.03571428571428571
SRR9019640.117,0,2,2,0,0,0,0,0,0.07142857142857142
SRR9019640.119,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019640.23,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019640.5,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019640.66,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019641.17,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019641.57,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019641.58,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019641.63,0,2,2,0,0,0,0,0,0.07142857142857142
SRR9019641.66,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019641.76,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019641.81,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019641.84,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019641.85,0,0,2,2,0,0,0,0,0.10714285714285714
SRR9019642.16,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019642.29,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019642.43,0,0,2,0,0,0,0,0,0.03571428571428571
SRR9019642.50,7,0,0,0,0,0,0,0,0.07142857142857142
SRR9019642.54,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019642.58,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019642.63,0,0,2,2,0,0,0,0,0.10714285714285714
SRR9019654.11,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019654.19,0,2,0,0,0,0,0,0,0.03571428571428571
SRR9019654.33,7,0,0,0,0,0,0,0,0.07142857142857142
SRR9019654.6,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019725.11,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019725.17,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019726.100,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019726.105,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019726.109,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019726.119,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019726.131,0,0,2,0,0,0,0,0,0.03571428571428571
SRR9019726.14,0,0,0,0,0,2,0,0,0.07142857142857142
SRR9019726.17,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019726.18,0,0,2,0,0,0,0,0,0.03571428571428571
SRR9019726.2,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019726.3,0,0,0,2,2,0,0,0,0.14285714285714285
SRR9019726.37,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019726.40,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019726.42,7,0,0,0,0,0,0,0,0.07142857142857142
SRR9019726.7,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019726.77,7,0,0,0,0,0,0,0,0.07142857142857142
SRR9019726.87,0,0,2,0,0,0,0,0,0.03571428571428571
SRR9019726.88,4,0,0,0,0,0,0,0,0.07142857142857142
SRR9019727.17,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019728.20,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019728.34,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019728.8,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019729.105,0,2,0,0,0,0,0,0,0.03571428571428571
SRR9019729.110,7,0,0,0,0,0,0,0,0.07142857142857142
SRR9019729.114,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019729.135,7,0,0,0,0,0,0,0,0.07142857142857142
SRR9019729.136,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019729.19,0,2,0,0,0,0,0,0,0.03571428571428571
SRR9019729.20,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019729.28,0,0,2,2,0,0,0,0,0.10714285714285714
SRR9019729.51,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019729.58,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019729.69,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019729.91,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019730.34,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019744.28,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019744.7,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019745.17,7,0,0,0,0,0,0,0,0.07142857142857142
SRR9019745.33,0,0,2,0,0,0,0,0,0.03571428571428571
SRR9019758.8,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019759.32,0,2,0,0,0,0,0,0,0.03571428571428571
SRR9019759.39,0,2,0,0,0,0,0,0,0.03571428571428571
SRR9019759.58,0,0,2,2,0,0,0,0,0.10714285714285714
SRR9019759.75,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019759.80,0,2,0,0,0,0,0,0,0.03571428571428571
SRR9019759.95,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019760.10,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019760.3,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019761.20,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019761.32,0,0,2,0,0,0,0,0,0.03571428571428571
SRR9019761.49,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019762.104,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019762.108,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019762.109,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019762.114,7,0,0,0,0,0,0,0,0.07142857142857142
SRR9019762.12,0,0,2,0,0,0,0,0,0.03571428571428571
SRR9019762.122,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019762.130,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019762.38,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019762.41,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019762.44,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019762.50,7,0,0,0,0,0,0,0,0.07142857142857142
SRR9019762.91,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019762.96,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9019762.99,2,0,2,0,0,0,0,0,0.10714285714285714
SRR9019763.15,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019763.18,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9019763.20,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9019763.75,0,2,0,0,0,0,0,0,0.03571428571428571
SRR9019763.8,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9020461.101,2,0,0,0,0,0,0,0,0.07142857142857142
