members,K00024,K00169,K00170,K00172,K00239,K00240,K00241,K00626,K01007,K01595,K01677,K01678,K01902,K01903,K14534,K15016,M00374
SRR9020461.53,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0
SRR9020461.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
SRR9020461.58,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9020461.7,3,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0.19230769230769232
SRR9020461.78,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
SRR9020461.88,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9020461.94,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0.11538461538461539
SRR9039920.106,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9039920.108,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9039920.113,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
SRR9039920.124,0,0,0,0,0,7,0,0,0,0,3,3,3,0,0,0,0.11538461538461539
SRR9039920.149,0,0,0,0,3,3,3,0,0,0,0,0,3,3,0,0,0.11538461538461539
SRR9039920.162,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
SRR9039920.163,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9039920.17,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.15384615384615385
SRR9039920.171,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
SRR9039920.173,0,0,0,0,0,3,3,2,0,0,0,0,0,3,0,0,0.11538461538461539
SRR9039920.29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
SRR9039920.4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
SRR9039920.41,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9039920.66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
SRR9039929.122,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9039929.133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9039929.134,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
SRR9039929.145,3,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0.15384615384615385
SRR9039929.21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
SRR9039929.24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
SRR9039929.25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
SRR9039929.27,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0.07692307692307693
SRR9039929.59,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0.07692307692307693
SRR9039929.61,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9039929.62,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9039929.70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9039929.9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
SRR9039929.90,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
SRR9039929.92,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0.15384615384615385
SRR9039929.99,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
SRR9040001.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1003_bin-004,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1003_bin-008,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-013,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-014,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1003_bin-016,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1003_bin-026,0,0,0,0,0,3,0,2,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1003_bin-030,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1003_bin-034,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1003_bin-036,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-1003_bin-037,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1003_bin-038,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1003_bin-040,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-042,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-044,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1003_bin-046,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1003_bin-047,9,0,0,0,3,9,3,2,0,0,0,0,0,3,0,0,0.23076923076923078
bulkbins-MOSAIC-MIME-BINNING-1003_bin-052,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-053,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1003_bin-057,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-069,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-070,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-071,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1003_bin-072,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-075,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1003_bin-077,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1003_bin-081,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1003_bin-083,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1003_bin-086,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-088,3,0,0,0,3,3,3,2,0,0,0,0,3,0,0,0,0.23076923076923078
bulkbins-MOSAIC-MIME-BINNING-1003_bin-092,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1003_bin-094,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1003_bin-095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1003_bin-unbinned,0,0,0,0,3,6,0,0,0,0,0,0,3,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-07,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1103_bin-19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-33,6,0,0,0,6,6,0,0,0,2,0,0,9,3,0,0,0.2692307692307692
bulkbins-MOSAIC-MIME-BINNING-1103_bin-39,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,2,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-1103_bin-40,0,0,0,0,6,9,0,0,0,0,0,0,3,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-44,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-46,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-49,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-52,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-1103_bin-54,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-55,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-57,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-59,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-75,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-76,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-79,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1103_bin-83,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-92,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1103_bin-unbinned,0,0,0,0,6,0,6,10,0,0,0,0,3,3,0,2,0.2692307692307692
bulkbins-MOSAIC-MIME-BINNING-1203_bin-001,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-002,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-006,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1203_bin-013,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-014,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1203_bin-016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-020,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-022,0,0,0,0,0,3,3,0,0,0,0,0,9,6,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-026,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-035,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-038,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1203_bin-047,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1203_bin-052,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1203_bin-055,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1203_bin-058,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1203_bin-067,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1203_bin-068,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1203_bin-070,3,0,0,0,3,3,3,2,0,0,0,0,3,0,0,0,0.23076923076923078
bulkbins-MOSAIC-MIME-BINNING-1203_bin-083,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-089,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-091,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1203_bin-092,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-097,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1203_bin-100,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1203_bin-101,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1203_bin-103,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1203_bin-106,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1203_bin-111,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1203_bin-unbinned,0,0,0,0,3,3,3,4,0,2,0,0,6,3,0,0,0.2692307692307692
bulkbins-MOSAIC-MIME-BINNING-1303_bin-001,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1303_bin-005,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1303_bin-007,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-008,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-010,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-012,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1303_bin-013,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-017,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1303_bin-023,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1303_bin-024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1303_bin-026,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1303_bin-031,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-038,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1303_bin-043,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1303_bin-044,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1303_bin-053,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-054,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-062,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-064,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-067,3,0,0,0,3,3,3,2,0,0,0,0,3,0,0,0,0.23076923076923078
bulkbins-MOSAIC-MIME-BINNING-1303_bin-078,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1303_bin-080,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1303_bin-085,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1303_bin-089,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1303_bin-099,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-102,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-110,18,0,0,0,0,12,0,6,0,0,0,0,9,6,0,0,0.23076923076923078
bulkbins-MOSAIC-MIME-BINNING-1303_bin-112,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-117,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1303_bin-119,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1303_bin-125,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1303_bin-129,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-131,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-1303_bin-132,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-133,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1303_bin-unbinned,0,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1403_bin-006,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1403_bin-023,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1403_bin-025,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1403_bin-027,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1403_bin-028,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-1403_bin-034,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1403_bin-035,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1403_bin-037,9,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0.19230769230769232
bulkbins-MOSAIC-MIME-BINNING-1403_bin-042,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1403_bin-049,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,2,0.19230769230769232
bulkbins-MOSAIC-MIME-BINNING-1403_bin-068,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1403_bin-070,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1403_bin-071,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1403_bin-077,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1403_bin-082,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1403_bin-085,3,0,0,0,0,0,0,0,2,0,0,0,6,6,0,0,0.23076923076923078
bulkbins-MOSAIC-MIME-BINNING-1403_bin-091,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1403_bin-104,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1403_bin-108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1403_bin-112,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1403_bin-unbinned,3,0,0,0,3,3,3,4,0,0,0,0,6,3,0,0,0.2692307692307692
bulkbins-MOSAIC-MIME-BINNING-1503_bin-001,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1503_bin-009,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-1503_bin-020,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-1503_bin-021,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-023,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1503_bin-026,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1503_bin-037,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-040,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-041,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-046,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-050,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1503_bin-060,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1503_bin-071,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-079,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-083,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-092,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-093,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769232
bulkbins-MOSAIC-MIME-BINNING-1503_bin-096,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1503_bin-101,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-106,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-107,9,0,0,0,0,9,3,8,0,0,0,0,6,3,0,0,0.23076923076923078
bulkbins-MOSAIC-MIME-BINNING-1503_bin-108,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-1503_bin-109,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1503_bin-111,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-115,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1503_bin-119,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-1503_bin-121,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-1503_bin-124,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-1503_bin-126,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
