members,K00239,K00240,K00241,K01679,K01847,K01848,K01849,K01961,K01962,K01963,K02160,K05606,M00376
bulkbins-MOSAIC-MIME-BINNING-1503_bin-108,3,0,0,0,0,0,0,0,0,0,1,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-1503_bin-109,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1503_bin-111,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-115,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-119,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1503_bin-124,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1503_bin-127,0,0,0,0,0,0,0,0,1,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-1503_bin-130,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1503_bin-unbinned,12,6,6,2,1,0,0,0,1,0,0,2,0.4722222222222222
bulkbins-MOSAIC-MIME-BINNING-1603_bin-001,0,9,3,0,0,0,0,2,0,3,1,0,0.15740740740740738
bulkbins-MOSAIC-MIME-BINNING-1603_bin-004,0,0,0,0,0,0,0,1,0,0,1,2,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-1603_bin-007,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1603_bin-009,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1603_bin-010,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1603_bin-026,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1603_bin-034,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-1603_bin-038,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1603_bin-056,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1603_bin-062,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1603_bin-065,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1603_bin-069,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-1603_bin-071,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1603_bin-072,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-1603_bin-075,0,0,6,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1603_bin-083,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-1603_bin-084,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1603_bin-086,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1603_bin-091,0,0,0,0,0,0,0,0,0,0,0,4,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1603_bin-092,0,0,3,0,0,0,0,0,0,1,0,2,0.17592592592592593
bulkbins-MOSAIC-MIME-BINNING-1603_bin-107,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1603_bin-110,3,0,0,2,1,0,0,0,0,0,0,0,0.25925925925925924
bulkbins-MOSAIC-MIME-BINNING-1603_bin-111,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1603_bin-unbinned,3,0,0,0,0,0,0,0,2,1,0,0,0.09259259259259259
bulkbins-MOSAIC-MIME-BINNING-1703_bin-010,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1703_bin-011,3,3,3,2,0,0,0,0,0,0,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-1703_bin-019,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1703_bin-023,0,0,6,0,0,0,0,0,0,1,0,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-1703_bin-033,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1703_bin-034,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1703_bin-041,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1703_bin-044,0,0,0,0,0,2,0,0,0,0,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-1703_bin-045,0,1,0,0,0,0,0,0,1,0,0,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-1703_bin-046,0,0,3,0,0,0,0,0,0,1,0,2,0.17592592592592593
bulkbins-MOSAIC-MIME-BINNING-1703_bin-052,0,0,0,0,0,0,0,1,0,0,1,2,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-1703_bin-062,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1703_bin-068,0,0,6,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1703_bin-075,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-081,3,15,3,4,0,0,0,1,3,7,1,4,0.4444444444444444
bulkbins-MOSAIC-MIME-BINNING-1703_bin-088,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-089,6,3,0,2,1,0,0,0,0,0,0,0,0.2962962962962963
bulkbins-MOSAIC-MIME-BINNING-1703_bin-090,0,0,0,0,0,2,0,0,0,1,0,0,0.08333333333333333
bulkbins-MOSAIC-MIME-BINNING-1703_bin-101,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1703_bin-103,0,3,0,2,0,0,0,0,0,0,0,0,0.14814814814814814
bulkbins-MOSAIC-MIME-BINNING-1703_bin-104,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-105,0,0,0,0,1,0,0,0,0,0,0,2,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-1703_bin-124,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-1703_bin-125,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1703_bin-134,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1703_bin-139,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-151,0,0,0,0,0,0,0,2,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-1703_bin-159,3,3,0,0,0,0,0,1,0,0,1,0,0.12962962962962962
bulkbins-MOSAIC-MIME-BINNING-1703_bin-162,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1703_bin-163,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-1703_bin-168,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1703_bin-169,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1703_bin-unbinned,3,6,3,2,0,0,0,0,1,0,1,4,0.3888888888888889
bulkbins-MOSAIC-MIME-BINNING-17_bin-03,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-17_bin-04,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-17_bin-10,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-17_bin-18,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-17_bin-23,0,0,3,0,0,0,0,0,0,1,0,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-17_bin-28,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-17_bin-30,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-17_bin-31,3,3,0,0,0,0,0,0,0,0,1,0,0.10185185185185185
bulkbins-MOSAIC-MIME-BINNING-17_bin-37,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-17_bin-40,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-17_bin-45,0,0,0,0,0,0,0,0,0,3,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-17_bin-47,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-17_bin-60,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-17_bin-65,3,0,3,0,0,0,0,0,0,0,1,0,0.10185185185185185
bulkbins-MOSAIC-MIME-BINNING-17_bin-67,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-17_bin-68,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-17_bin-72,3,3,3,2,0,0,0,0,1,1,0,0,0.2777777777777778
bulkbins-MOSAIC-MIME-BINNING-17_bin-74,0,0,0,0,0,0,0,1,0,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-17_bin-78,0,0,0,2,0,0,0,0,0,0,0,2,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-17_bin-79,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-17_bin-81,0,0,0,0,0,0,2,0,0,0,0,2,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-17_bin-95,3,3,3,0,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-17_bin-unbinned,0,3,3,2,0,0,0,0,0,0,2,2,0.32407407407407407
bulkbins-MOSAIC-MIME-BINNING-1803_bin-11,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1803_bin-15,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1803_bin-17,0,3,0,0,0,0,0,0,0,0,1,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-1803_bin-30,0,3,0,0,0,2,2,0,0,1,0,2,0.28703703703703703
bulkbins-MOSAIC-MIME-BINNING-1803_bin-39,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1803_bin-40,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1803_bin-42,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1803_bin-43,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-1803_bin-49,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-1803_bin-unbinned,0,0,3,2,0,0,0,0,0,0,0,0,0.14814814814814814
bulkbins-MOSAIC-MIME-BINNING-1903_bin-001,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-012,3,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1903_bin-016,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1903_bin-021,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-024,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1903_bin-029,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1903_bin-030,3,3,3,0,0,0,0,0,0,1,0,0,0.1388888888888889
bulkbins-MOSAIC-MIME-BINNING-1903_bin-035,0,0,0,0,0,2,0,0,0,0,0,2,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-1903_bin-036,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-047,0,0,0,0,1,0,0,0,0,0,1,0,0.1388888888888889
bulkbins-MOSAIC-MIME-BINNING-1903_bin-054,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1903_bin-059,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-1903_bin-061,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1903_bin-070,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1903_bin-073,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1903_bin-078,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1903_bin-082,0,1,0,0,0,0,0,0,1,0,0,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-1903_bin-084,0,0,0,0,0,0,0,0,0,7,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-1903_bin-089,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-093,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-1903_bin-102,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1903_bin-107,0,0,0,0,1,0,0,0,0,0,0,2,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-1903_bin-112,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-1903_bin-119,3,3,3,0,0,0,0,1,0,0,1,0,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-1903_bin-126,3,0,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-1903_bin-127,0,0,0,0,0,0,2,0,0,0,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-1903_bin-129,0,9,3,2,0,0,0,1,0,3,0,0,0.24074074074074073
bulkbins-MOSAIC-MIME-BINNING-1903_bin-142,3,3,3,0,0,0,0,0,1,0,0,0,0.1388888888888889
bulkbins-MOSAIC-MIME-BINNING-1903_bin-unbinned,3,0,6,0,0,0,0,2,4,0,3,2,0.2685185185185185
bulkbins-MOSAIC-MIME-BINNING-2003_bin-006,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2003_bin-009,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2003_bin-012,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2003_bin-013,0,1,0,0,0,0,0,0,1,0,0,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-2003_bin-014,3,12,3,0,0,0,0,1,0,1,1,0,0.19444444444444445
bulkbins-MOSAIC-MIME-BINNING-2003_bin-023,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-2003_bin-024,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2003_bin-032,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-033,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2003_bin-036,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-2003_bin-037,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-040,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2003_bin-042,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2003_bin-052,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2003_bin-057,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-065,0,0,0,0,0,0,0,1,0,1,1,0,0.08333333333333333
bulkbins-MOSAIC-MIME-BINNING-2003_bin-066,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-079,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2003_bin-095,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-2003_bin-098,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-099,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2003_bin-lowDepth,0,0,3,0,0,0,0,0,0,1,0,2,0.17592592592592593
bulkbins-MOSAIC-MIME-BINNING-2003_bin-unbinned,6,9,9,2,0,0,0,2,1,0,3,0,0.3055555555555556
bulkbins-MOSAIC-MIME-BINNING-2103_bin-002,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2103_bin-021,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2103_bin-024,0,0,0,0,0,0,0,1,0,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2103_bin-031,0,0,0,0,0,0,0,0,0,7,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2103_bin-037,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-038,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-2103_bin-040,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2103_bin-042,0,0,0,0,1,0,0,0,0,0,1,0,0.1388888888888889
bulkbins-MOSAIC-MIME-BINNING-2103_bin-043,3,3,0,2,0,0,0,0,0,2,0,0,0.21296296296296294
bulkbins-MOSAIC-MIME-BINNING-2103_bin-046,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-2103_bin-052,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2103_bin-055,3,3,0,0,0,0,0,1,0,0,1,0,0.12962962962962962
bulkbins-MOSAIC-MIME-BINNING-2103_bin-057,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-058,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2103_bin-060,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-064,0,1,0,0,0,0,0,0,1,0,0,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-2103_bin-075,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-076,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2103_bin-078,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2103_bin-080,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2103_bin-085,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-096,0,3,3,0,0,0,0,0,0,1,0,0,0.10185185185185185
bulkbins-MOSAIC-MIME-BINNING-2103_bin-100,0,3,0,2,0,0,0,0,1,0,0,0,0.17592592592592593
bulkbins-MOSAIC-MIME-BINNING-2103_bin-101,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2103_bin-107,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2103_bin-111,3,3,3,0,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-lowDepth,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-2103_bin-unbinned,3,3,3,0,0,0,0,1,1,0,1,0,0.19444444444444445
bulkbins-MOSAIC-MIME-BINNING-2203_bin-02,0,0,0,0,1,0,0,0,1,0,0,0,0.1388888888888889
bulkbins-MOSAIC-MIME-BINNING-2203_bin-03,0,0,0,0,1,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-04,0,2,0,0,0,0,0,0,1,1,0,0,0.09259259259259259
bulkbins-MOSAIC-MIME-BINNING-2203_bin-05,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2203_bin-06,0,0,0,0,0,0,0,1,0,1,1,0,0.08333333333333333
bulkbins-MOSAIC-MIME-BINNING-2203_bin-13,0,0,0,0,0,0,0,0,0,1,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-2203_bin-14,0,3,6,0,1,0,0,0,0,0,0,2,0.2962962962962963
bulkbins-MOSAIC-MIME-BINNING-2203_bin-19,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-22,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-2203_bin-24,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-2203_bin-25,0,0,7,0,1,0,0,0,0,0,0,0,0.14814814814814814
bulkbins-MOSAIC-MIME-BINNING-2203_bin-26,0,0,0,2,0,0,0,1,2,1,2,4,0.3333333333333333
bulkbins-MOSAIC-MIME-BINNING-2203_bin-30,0,0,0,0,0,2,2,0,0,0,0,2,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2203_bin-32,3,3,3,0,0,0,0,0,1,1,0,0,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-2203_bin-33,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2203_bin-37,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-2203_bin-39,0,0,0,0,0,0,0,0,0,1,0,2,0.1388888888888889
bulkbins-MOSAIC-MIME-BINNING-2203_bin-48,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-54,0,3,0,0,0,0,0,0,1,0,0,2,0.17592592592592593
bulkbins-MOSAIC-MIME-BINNING-2203_bin-60,9,10,12,4,3,0,0,1,2,1,1,4,0.5555555555555556
bulkbins-MOSAIC-MIME-BINNING-2203_bin-lowDepth,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-unbinned,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2303_bin-002,0,0,0,0,0,2,0,0,0,0,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-2303_bin-004,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-007,0,0,0,0,0,0,0,0,1,1,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-2303_bin-013,3,3,0,0,0,0,0,1,0,0,1,0,0.12962962962962962
bulkbins-MOSAIC-MIME-BINNING-2303_bin-014,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2303_bin-021,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-2303_bin-023,0,0,0,0,0,0,0,0,0,0,0,6,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-024,0,0,0,0,0,0,2,0,0,0,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-2303_bin-033,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2303_bin-039,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2303_bin-045,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-046,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2303_bin-047,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2303_bin-049,0,0,3,0,1,0,0,0,0,0,0,0,0.14814814814814814
bulkbins-MOSAIC-MIME-BINNING-2303_bin-051,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-058,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-2303_bin-059,0,3,3,2,0,0,0,0,1,0,0,0,0.21296296296296294
bulkbins-MOSAIC-MIME-BINNING-2303_bin-061,3,3,3,2,0,0,0,0,0,1,0,0,0.25
bulkbins-MOSAIC-MIME-BINNING-2303_bin-062,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-2303_bin-063,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
