members,K00024,K00169,K00170,K00172,K00174,K00175,K00176,K00177,K01677,K01678,K01902,K01903,K01959,K01960,M00620
MOSAIC-MIME-BINNING-703_bin-028,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-703_bin-033,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-703_bin-038,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-703_bin-039,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-703_bin-044,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-703_bin-047,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-703_bin-063,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-703_bin-093,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-703_bin-113,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-803_bin-14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-803_bin-18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-803_bin-24,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-803_bin-38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-803_bin-58,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-803_bin-64,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-803_bin-66,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-024,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-052,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-058,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-061,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-903_bin-069,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-074,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-903_bin-077,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-903_bin-080,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-903_bin-093,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-031,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-1_bin-067,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-069,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-087,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0.32142857142857145
MOSAIC-MIME-BINNING-ClusterAss-1_bin-092,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-1_bin-175,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-1_bin-272,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-356,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-1_bin-370,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-ClusterAss-1_bin-375,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-378,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-1_bin-424,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-ClusterAss-1_bin-434,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-443,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-1_bin-585,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.17857142857142858
MOSAIC-MIME-BINNING-ClusterAss-1_bin-596,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-609,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-1_bin-666,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-693,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-751,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-1_bin-804,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-1_bin-819,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-903,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-1_bin-912,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-1_bin-945,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-1_bin-995,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-006,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-011,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-2_bin-037,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-2_bin-069,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-2_bin-082,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-2_bin-087,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-2_bin-116,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-2_bin-152,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-153,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-162,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-2_bin-213,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-2_bin-217,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-2_bin-231,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-240,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-2_bin-259,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-ClusterAss-2_bin-304,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-2_bin-315,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-2_bin-341,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-2_bin-342,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-2_bin-362,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-385,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-ClusterAss-2_bin-425,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-2_bin-427,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-428,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-458,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-2_bin-481,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-502,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-507,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-521,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-608,3,0,0,0,2,2,0,0,0,0,3,3,0,0,0.35714285714285715
MOSAIC-MIME-BINNING-ClusterAss-2_bin-650,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-681,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-708,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-713,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-2_bin-804,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-039,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-069,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-113,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-126,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-139,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-146,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-154,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-155,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-173,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-181,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-190,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-210,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-236,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-268,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-277,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-278,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-279,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-291,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-324,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-332,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-350,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-354,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-373,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-398,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-413,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-419,3,0,0,0,2,2,0,0,0,0,3,3,0,0,0.35714285714285715
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-429,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-449,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-451,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0.10714285714285714
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-518,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-522,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-526,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-566,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-589,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-623,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-631,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-642,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-651,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-653,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-663,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-682,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-688,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-689,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-700,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3a_bin-711,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-006,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-025,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-115,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-148,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-216,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-218,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-247,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-270,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-275,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-283,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-290,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-297,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-306,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-362,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-449,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-452,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-454,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-464,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
MOSAIC-MIME-BINNING-ClusterAss-3b_bin-476,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-3549,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-COASS_bin-4727,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
ODEN-2013-BINNING-COASS_bin-4811,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
ODEN-2013-BINNING-COASS_bin-5444,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-COASS_bin-5665,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-COASS_bin-5800,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
ODEN-2013-BINNING-COASS_bin-6056,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-COASS_bin-6447,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-03717,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-05259,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-all-COASS_bin-05414,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-all-COASS_bin-06252,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
ODEN-2013-BINNING-all-COASS_bin-06395,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-07549,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODEN-2013-BINNING-all-COASS_bin-07581,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-all-COASS_bin-10618,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-11_bin-0507,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-11_bin-0607,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-11_bin-0666,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
ODEN-2013-BINNING-medium-11_bin-0694,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-11_bin-0966,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-13_bin-1007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-13_bin-1249,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-13_bin-1441,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-13_bin-2026,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-13_bin-2049,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-20_bin-0563,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-20_bin-0761,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-22_bin-446,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-22_bin-482,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-24_bin-127,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-24_bin-306,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-3_bin-250,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-3_bin-334,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-3_bin-508,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
ODEN-2013-BINNING-medium-3_bin-625,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-3_bin-692,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-4_bin-0734,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-4_bin-0786,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-4_bin-0840,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-4_bin-1111,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-6_bin-288,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-6_bin-350,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
ODEN-2013-BINNING-medium-6_bin-429,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-6_bin-543,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-9_bin-0285,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-9_bin-0422,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-9_bin-0838,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-9_bin-1191,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
ODEN-2013-BINNING-medium-COASS_bin-4005,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-COASS_bin-4706,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-COASS_bin-4964,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-COASS_bin-5327,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODEN-2013-BINNING-medium-COASS_bin-5368,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-COASS_bin-5838,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-COASS_bin-5926,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODEN-2013-BINNING-medium-COASS_bin-7205,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-11_bin-06,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODIN-2013-BINNING-11_bin-07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-11_bin-09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-11_bin-25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODIN-2013-BINNING-11_bin-30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
