members,K00297,K01491,K01938,K15022,M00377
SRR9019759.18,1,0,0,0,0.1111111111111111
SRR9019759.58,0,1,0,0,0.1111111111111111
SRR9019759.60,0,1,0,0,0.1111111111111111
SRR9019759.63,1,0,0,0,0.1111111111111111
SRR9019759.71,0,1,0,0,0.1111111111111111
SRR9019759.74,1,1,0,0,0.2222222222222222
SRR9019759.9,0,0,0,1,0.0
SRR9019760.10,1,0,0,0,0.1111111111111111
SRR9019760.23,1,0,0,0,0.1111111111111111
SRR9019760.7,0,1,0,0,0.1111111111111111
SRR9019761.2,1,0,0,0,0.1111111111111111
SRR9019761.20,1,0,0,0,0.1111111111111111
SRR9019761.29,1,0,0,0,0.1111111111111111
SRR9019761.43,0,1,0,0,0.1111111111111111
SRR9019762.109,1,0,0,0,0.1111111111111111
SRR9019762.114,1,0,0,0,0.1111111111111111
SRR9019762.12,1,0,0,0,0.1111111111111111
SRR9019762.127,1,0,0,0,0.1111111111111111
SRR9019762.19,1,0,0,0,0.1111111111111111
SRR9019762.37,0,1,0,0,0.1111111111111111
SRR9019762.42,1,1,0,0,0.2222222222222222
SRR9019762.44,0,1,0,0,0.1111111111111111
SRR9019762.98,0,1,0,0,0.1111111111111111
SRR9019763.14,1,0,0,0,0.1111111111111111
SRR9019763.15,1,0,0,0,0.1111111111111111
SRR9019763.20,1,0,0,0,0.1111111111111111
SRR9019763.33,1,0,0,0,0.1111111111111111
SRR9019763.4,0,1,0,0,0.1111111111111111
SRR9019763.46,1,0,0,0,0.1111111111111111
SRR9020461.22,0,1,0,0,0.1111111111111111
SRR9020461.34,1,0,0,0,0.1111111111111111
SRR9020461.4,1,0,0,0,0.1111111111111111
SRR9020461.47,1,0,0,0,0.1111111111111111
SRR9020461.53,0,1,0,0,0.1111111111111111
SRR9020461.78,1,0,0,0,0.1111111111111111
SRR9020461.85,0,1,0,0,0.1111111111111111
SRR9039920.118,1,0,0,0,0.1111111111111111
SRR9039920.130,0,1,0,0,0.1111111111111111
SRR9039920.14,0,0,0,1,0.0
SRR9039920.158,0,1,0,0,0.1111111111111111
SRR9039920.167,0,1,0,0,0.1111111111111111
SRR9039920.29,0,1,0,0,0.1111111111111111
SRR9039920.4,1,0,0,0,0.1111111111111111
SRR9039920.71,1,0,0,0,0.1111111111111111
SRR9039929.11,1,1,0,0,0.2222222222222222
SRR9039929.113,1,0,0,0,0.1111111111111111
SRR9039929.147,1,0,0,0,0.1111111111111111
SRR9039929.20,1,0,0,0,0.1111111111111111
SRR9039929.21,0,1,0,0,0.1111111111111111
SRR9039929.29,0,1,0,0,0.1111111111111111
SRR9039929.43,1,0,0,0,0.1111111111111111
SRR9039929.73,1,0,0,0,0.1111111111111111
SRR9040001.23,1,0,0,0,0.1111111111111111
SRR9040001.28,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-1003_bin-006,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1003_bin-020,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1003_bin-033,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1003_bin-039,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1003_bin-043,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1003_bin-047,0,4,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1003_bin-053,0,0,1,1,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1003_bin-057,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1003_bin-075,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1003_bin-077,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1003_bin-unbinned,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1103_bin-14,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-1103_bin-30,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1103_bin-33,1,1,1,0,0.3333333333333333
bulkbins-MOSAIC-MIME-BINNING-1103_bin-39,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1103_bin-40,2,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1103_bin-75,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1103_bin-84,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1103_bin-unbinned,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1203_bin-014,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1203_bin-022,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1203_bin-043,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1203_bin-054,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1203_bin-057,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1203_bin-073,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-1203_bin-097,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1203_bin-112,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1203_bin-unbinned,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1303_bin-002,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1303_bin-005,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1303_bin-009,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1303_bin-010,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1303_bin-063,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1303_bin-070,1,0,0,1,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1303_bin-110,0,3,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1303_bin-117,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-1303_bin-123,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1303_bin-127,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1303_bin-130,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1303_bin-unbinned,1,2,1,0,0.3333333333333333
bulkbins-MOSAIC-MIME-BINNING-1403_bin-018,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1403_bin-043,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1403_bin-045,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1403_bin-075,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1403_bin-081,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1403_bin-085,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1403_bin-091,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1403_bin-102,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1403_bin-unbinned,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-1503_bin-001,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-015,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-017,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-1503_bin-020,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-034,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-037,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-064,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-077,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-1503_bin-083,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-101,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-107,0,3,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-127,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1503_bin-unbinned,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1603_bin-001,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1603_bin-004,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1603_bin-030,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-1603_bin-052,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1603_bin-083,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1603_bin-092,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1603_bin-unbinned,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-010,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-1703_bin-016,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-025,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-035,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-046,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-052,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-081,0,5,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-088,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-1703_bin-093,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-096,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-119,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1703_bin-unbinned,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-17_bin-15,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-17_bin-72,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-17_bin-87,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-17_bin-94,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-17_bin-unbinned,1,0,2,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-1803_bin-22,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1803_bin-25,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1803_bin-33,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-024,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-029,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-1903_bin-059,1,0,0,7,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-061,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-084,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-094,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-127,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-129,0,3,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-136,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-1903_bin-unbinned,0,2,1,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2003_bin-012,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-014,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-015,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-067,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-068,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-083,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-098,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-lowDepth,3,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2003_bin-unbinned,1,2,1,0,0.3333333333333333
bulkbins-MOSAIC-MIME-BINNING-2103_bin-008,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-015,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-031,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-040,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-043,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-046,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-061,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-078,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2103_bin-101,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-2103_bin-unbinned,2,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2203_bin-01,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-02,0,1,0,21,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-03,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-04,1,5,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2203_bin-05,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-22,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-24,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-25,1,2,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2203_bin-33,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-39,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-48,1,0,1,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2203_bin-59,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2203_bin-60,8,2,2,0,0.3333333333333333
bulkbins-MOSAIC-MIME-BINNING-2303_bin-014,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-021,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2303_bin-023,0,1,0,7,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-058,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-060,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-067,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-074,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-100,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-102,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-126,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-177,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-180,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2303_bin-unbinned,1,2,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2403_bin-004,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2403_bin-012,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2403_bin-015,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-2403_bin-035,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2403_bin-047,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2403_bin-068,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2403_bin-097,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2503_bin-009,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2503_bin-034,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2503_bin-045,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2503_bin-057,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-2503_bin-063,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-2503_bin-094,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2503_bin-097,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2503_bin-121,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2503_bin-131,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2503_bin-135,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2503_bin-143,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-25_bin-01,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-25_bin-05,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-25_bin-15,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-25_bin-21,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-25_bin-27,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-25_bin-33,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-25_bin-73,0,0,1,1,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-25_bin-77,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-25_bin-unbinned,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2603_bin-036,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2603_bin-057,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2603_bin-058,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2603_bin-076,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2603_bin-088,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2603_bin-093,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2603_bin-unbinned,0,3,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2703_bin-09,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2703_bin-21,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2703_bin-22,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2703_bin-29,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2703_bin-39,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2703_bin-84,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2703_bin-87,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-2703_bin-91,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-2703_bin-unbinned,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2803_bin-004,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2803_bin-039,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2803_bin-056,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2803_bin-060,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2803_bin-097,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2803_bin-110,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2803_bin-114,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-2803_bin-117,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2803_bin-unbinned,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-004,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-015,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-017,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-023,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-027,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-032,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-2903_bin-042,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-053,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-061,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-063,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-072,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-076,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2903_bin-081,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-087,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-094,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-111,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-112,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-125,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2903_bin-128,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-136,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-137,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-156,2,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-2903_bin-161,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-lowDepth,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-2903_bin-unbinned,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3003_bin-21,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3003_bin-35,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3003_bin-52,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3003_bin-unbinned,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3103_bin-04,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3103_bin-15,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3103_bin-35,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3103_bin-41,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3103_bin-42,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3103_bin-49,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-31_bin-005,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-31_bin-015,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-31_bin-047,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-31_bin-055,1,0,0,1,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-31_bin-059,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3203_bin-02,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3203_bin-13,2,2,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-3203_bin-14,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3303_bin-13,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3303_bin-22,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-3303_bin-23,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3303_bin-38,3,5,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-3303_bin-59,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3303_bin-69,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3303_bin-unbinned,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3403_bin-42,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3403_bin-45,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3403_bin-48,2,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3403_bin-49,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3403_bin-50,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3403_bin-54,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3403_bin-56,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-3403_bin-60,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3403_bin-82,2,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3403_bin-83,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3403_bin-unbinned,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3_bin-019,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3_bin-022,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3_bin-023,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3_bin-025,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-3_bin-033,7,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3_bin-058,0,2,0,1,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3_bin-059,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3_bin-065,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3_bin-069,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3_bin-088,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3_bin-090,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-3_bin-096,0,1,0,0,0.1111111111111111
